what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509352434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509356817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360509359944
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360509363317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509364739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509379943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509395066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509395274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509399017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509400613
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360509401460
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509401765
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509401913
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509403396
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509404085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509406153
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1360509425821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509437322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509439853
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509454709
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360509464804
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509470534
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509470693
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360509476971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509484135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509487646
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360509500341
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360509510883
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509522443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360509524562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360509537416
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360509557019
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509557340
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509557505
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360509564545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360509576125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360509599833
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360509602498
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509605334
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509608230
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509616686
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509618750
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509623590
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509675196
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509675197
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509678320
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360509682667
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509682669
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509685455
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509685586
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360509774949
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509775283
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360509775446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360511433683
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360511669172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360511678978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360528992188
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360528999589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529025326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529027811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529232519
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1360529252566
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360529252721
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360529314205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529319390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529336939
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1360529336965
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360529339890
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360529344326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529572604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529760486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529763023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529849859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529851210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360529855870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360530545847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360530546790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531123032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360531137734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360531138044
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360531151494
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360531151898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360531153191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360531310671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531322512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531333707
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1360531333732
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360531346671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531380678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531390478
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1360531871450
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531872709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531874184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531875247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531875367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531903001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360531916188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532126096
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360532130905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532155132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532622815
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360532638302
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360532639614
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360532663607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360532692574
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360532696563
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1360532696814
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1360532696837
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1360532697012
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1360532697018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532737283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532771705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1360532771719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1360532771719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532800701
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1360532816030
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1360532816132
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.200.v201103311536,"org.eclipse.wst.common.project.facet.ui",1360532833970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532838990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1360532839040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532853629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532855926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532856280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532856713
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360532856810
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360532857010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532871618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532873434
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1360532873442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1360532873443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532875620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532877926
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1360532877933
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1360532877933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532883992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532915681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532920183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532931220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1360532931241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360532967730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533123246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533124394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533128505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533152458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533152658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533158537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533210047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533217072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533288599
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1360533288620
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533318334
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533318467
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360533350783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533378405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533382414
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533386647
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360533391796
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360533406890
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360533419202
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533448419
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360533449103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533457632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533461955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1360533490721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360533493667
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360533496113
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1360533502763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533503494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533507336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533508842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533510733
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533510770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533512668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533527584
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1360533527607
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533535567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360533541352
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360533564523
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533564872
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360533566399
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533566739
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533566909
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1360533572264
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1360533580886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360533582976
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533584576
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360533587550
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533588443
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533588597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533591061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533592398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533592992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533611341
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1360533611364
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533613160
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533616097
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533617548
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360533676251
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533685979
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533687286
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533688160
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533691546
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360533693300
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533693595
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533693761
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533704772
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360533706755
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533744313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533745824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533745832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533748645
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1360533748670
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360533757144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360533806385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360534247933
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360534249838
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360534270956
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360534285099
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360534292483
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360534293901
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360534303467
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360534305080
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1360534307740
